timestamp,open,high,low,close,volume
2010-01-04,6.41838264465332,6.433078190699774,6.369497330115575,6.400987843132776,493729600
2010-01-05,6.42948055267334,6.465769747557289,6.395590295926477,6.436078733715388,601904800
2010-01-06,6.327212333679199,6.45497433299356,6.320614151401802,6.429481756436443,552160000
2010-01-07,6.315515041351318,6.358102907584117,6.269628884886945,6.350604973313602,477131200
2010-01-08,6.357501029968262,6.3581012649785595,6.26992798327909,6.307116125958441,447610800
2010-01-11,6.301420211791992,6.388093930594159,6.251634728406942,6.382095583096265,462229600
2010-01-12,6.229738235473633,6.291220471564247,6.190750193808205,6.273824870446094,594459600
2010-01-13,6.317610740661621,6.326008422096752,6.1211701840237644,6.234236563662972,605892000
2010-01-14,6.281024932861328,6.311916017638003,6.268728722671271,6.301419311440199,432894000
2010-01-15,6.17605447769165,6.346103951820032,6.174254974221382,6.32600949640203,594067600
2010-01-19,6.44927453994751,6.453773299919805,6.215345027743239,6.248034815604234,730007600
2010-01-20,6.35000467300415,6.464569889643805,6.283124309703247,6.445375580952666,612152800
2010-01-21,6.240234375,6.39738779816777,6.214442294389396,6.360499180609376,608154400
2010-01-22,5.930728912353516,6.22314147504131,5.913034592356184,6.201548230112118,881767600
2010-01-25,6.090281963348389,6.139166887169927,6.003907773143587,6.0734869930425575,1065699600
2010-01-26,6.176355838775635,6.40938638714445,6.075586023425096,6.17665575609079,1867110000
2010-01-27,6.2345380783081055,6.315513344126092,5.984112346480525,6.20364699783895,1722568400
2010-01-28,5.976914882659912,6.163159520347601,5.959220562937903,6.146065035221159,1173502400
2010-01-29,5.760079860687256,6.064189192320408,5.705796031258827,6.03059925593936,1245952400
2010-02-01,5.840155124664307,5.878243816242545,5.737285905930892,5.769376252245287,749876400
2010-02-02,5.874046325683594,5.887842522963782,5.799668829421823,5.875546312768158,698342400
2010-02-03,5.975118637084961,6.004210230409943,5.8308615415768985,5.853354950752663,615328000
2010-02-04,5.7597808837890625,5.9493238279776035,5.745384852198745,5.900138187558014,757652000
2010-02-05,5.862049102783203,5.878244637257612,5.723790428529675,5.77717490798693,850306800
2010-02-08,5.8218607902526855,5.9346272828982425,5.818261782959478,5.868947001491611,478270800
2010-02-09,5.883943557739258,5.923231526717092,5.840756263045881,5.890841255908896,632886800
2010-02-10,5.851851940155029,5.896239298041465,5.826059854416686,5.874944770320464,370361600
